2025-06-19 16:05:48.362359	Avg_MHz	Busy%	Bzy_MHz	C3	C3%	CorWatt	PkgWatt
2025-06-19 19:23:05.923354	457	8.40	5443	182	91.60	9.88	32.36
2025-06-19 19:23:06.923906	457	8.40	5441	213	91.59	9.89	32.36
2025-06-19 19:23:07.924386	458	8.41	5441	189	91.60	9.86	32.40
2025-06-19 19:23:08.924953	457	8.40	5442	207	91.56	9.83	32.37
2025-06-19 19:23:09.925420	457	8.39	5443	201	91.60	9.91	32.40
2025-06-19 19:23:10.925962	457	8.41	5441	234	91.58	9.97	32.47
2025-06-19 19:23:11.926480	457	8.40	5443	188	91.59	9.88	32.32
2025-06-19 19:23:12.927067	470	8.63	5439	244	91.37	9.98	32.52
2025-06-19 19:23:13.927548	457	8.39	5444	168	91.58	9.89	32.41
2025-06-19 19:23:14.928100	457	8.40	5443	189	91.60	9.86	32.30
2025-06-19 19:23:15.928555	457	8.40	5443	222	91.59	9.87	32.36
2025-06-19 19:23:16.929110	457	8.40	5444	196	91.60	9.89	32.33
2025-06-19 19:23:17.929565	458	8.41	5442	195	91.58	9.91	32.40
2025-06-19 19:23:18.930130	508	9.34	5440	279	88.51	10.72	33.82
2025-06-19 19:23:19.930614	457	8.39	5445	170	91.54	9.84	32.33
2025-06-19 19:23:20.931151	457	8.40	5443	211	91.57	9.88	32.37
2025-06-19 19:23:21.931625	457	8.39	5444	185	91.61	10.03	32.54
2025-06-19 19:23:22.932203	458	8.42	5441	213	91.55	9.89	32.43
2025-06-19 19:23:23.932669	468	8.60	5445	164	91.35	9.99	32.56
2025-06-19 19:23:24.933217	457	8.40	5444	207	91.59	9.81	32.34
2025-06-19 19:23:25.933676	457	8.40	5444	175	91.59	9.89	32.36
2025-06-19 19:23:26.934232	457	8.40	5445	172	91.59	9.94	32.41
2025-06-19 19:23:27.934737	458	8.41	5442	176	91.59	9.89	32.41
2025-06-19 19:23:28.942265	457	8.44	5415	203	91.09	9.83	32.41
2025-06-19 19:23:29.946361	457	8.37	5456	174	91.89	9.91	32.45
2025-06-19 19:23:30.946929	469	8.60	5451	245	91.54	10.02	32.57
2025-06-19 19:23:31.950353	457	8.40	5438	150	91.47	9.90	32.43
2025-06-19 19:23:32.950924	458	8.41	5449	215	91.72	9.94	32.46
2025-06-19 19:23:33.954348	457	8.40	5437	173	91.42	9.98	32.56
2025-06-19 19:23:34.954919	493	9.05	5448	273	88.97	10.67	33.70
2025-06-19 19:23:35.958351	468	8.60	5435	190	91.25	10.06	32.62
2025-06-19 19:23:36.958911	469	8.61	5448	236	91.50	10.06	32.64
2025-06-19 19:23:37.962361	458	8.42	5435	177	91.44	9.94	32.55
2025-06-19 19:23:38.962920	457	8.39	5452	201	91.74	9.96	32.54
2025-06-19 19:23:39.966358	457	8.40	5438	153	91.46	9.90	32.51
2025-06-19 19:23:40.966919	457	8.38	5452	189	91.71	9.94	32.49
2025-06-19 19:23:41.970349	457	8.41	5437	180	91.45	10.03	32.66
2025-06-19 19:23:42.970923	469	8.61	5448	214	91.30	10.08	32.67
2025-06-19 19:23:43.974362	457	8.40	5437	188	91.42	9.80	32.41
2025-06-19 19:23:44.974919	457	8.39	5452	199	91.74	10.03	32.63
2025-06-19 19:23:45.982261	457	8.43	5419	185	91.12	9.90	32.56
2025-06-19 19:23:46.982846	457	8.36	5465	218	92.04	10.05	32.59
2025-06-19 19:23:47.986362	457	8.41	5438	156	91.42	9.98	32.53
2025-06-19 19:23:48.986927	470	8.62	5451	217	91.50	10.04	32.59
2025-06-19 19:23:49.990360	461	8.49	5437	163	90.97	9.97	32.56
2025-06-19 19:23:50.990923	479	8.81	5441	263	90.99	10.06	32.68
2025-06-19 19:23:51.994356	457	8.41	5436	214	91.43	9.82	32.35
2025-06-19 19:23:52.994922	458	8.41	5448	222	91.71	9.87	32.45
2025-06-19 19:23:53.998381	459	8.44	5433	384	91.27	9.91	32.55
2025-06-19 19:23:54.998938	469	8.61	5450	228	91.50	9.99	32.61
2025-06-19 19:23:55.999440	457	8.39	5445	168	91.58	9.87	32.51
2025-06-19 19:23:57.000020	457	8.40	5442	208	91.58	9.95	32.50
2025-06-19 19:23:58.000535	458	8.40	5445	178	91.58	9.91	32.49
2025-06-19 19:23:59.001109	457	8.40	5444	202	91.55	9.91	32.48
2025-06-19 19:24:00.001595	469	8.61	5445	192	90.70	10.15	32.82
2025-06-19 19:24:01.002150	494	9.08	5442	251	89.48	10.57	33.52
2025-06-19 19:24:02.002652	457	8.39	5445	168	91.59	9.96	32.44
2025-06-19 19:24:03.003232	458	8.41	5443	183	91.56	9.95	32.51
2025-06-19 19:24:04.003734	458	8.41	5445	186	91.56	10.02	32.56
2025-06-19 19:24:05.004296	457	8.40	5444	202	91.43	10.10	32.76
2025-06-19 19:24:06.004796	457	8.40	5443	213	91.58	10.01	32.61
2025-06-19 19:24:07.005337	457	8.40	5444	214	91.60	9.98	32.51
2025-06-19 19:24:08.005858	470	8.63	5442	211	91.34	10.09	32.66
2025-06-19 19:24:09.010340	481	8.85	5432	202	90.91	10.07	32.72
2025-06-19 19:24:10.014362	457	8.39	5448	193	91.63	9.98	32.45
2025-06-19 19:24:11.014920	457	8.38	5454	209	91.76	9.97	32.45
2025-06-19 19:24:12.018360	457	8.41	5437	201	91.42	9.95	32.44
2025-06-19 19:24:13.018933	458	8.40	5450	250	91.70	9.95	32.46
2025-06-19 19:24:14.019460	469	8.61	5444	202	91.36	10.12	32.69
2025-06-19 19:24:15.026561	459	8.43	5442	199	91.53	10.25	33.21
2025-06-19 19:24:16.027106	458	8.40	5449	225	91.62	10.54	33.51
2025-06-19 19:24:17.030633	457	8.40	5447	207	91.59	10.46	33.44
2025-06-19 19:24:18.031167	458	8.41	5445	216	91.58	10.48	33.48
2025-06-19 19:24:19.038327	457	8.43	5423	191	91.21	9.81	32.41
2025-06-19 19:24:20.038854	472	8.63	5464	199	91.68	10.06	32.60
2025-06-19 19:24:21.042367	497	9.15	5435	243	88.78	10.59	33.57
2025-06-19 19:24:22.042855	457	8.39	5451	215	91.74	9.85	32.28
2025-06-19 19:24:23.046351	458	8.42	5435	173	91.41	9.81	32.28
2025-06-19 19:24:24.046840	457	8.38	5452	182	91.73	9.97	32.37
2025-06-19 19:24:25.050372	457	8.40	5438	159	91.46	9.93	32.42
2025-06-19 19:24:26.050862	458	8.39	5454	200	91.74	9.87	32.38
2025-06-19 19:24:27.054353	475	8.74	5436	182	91.10	10.00	32.60
2025-06-19 19:24:28.054878	458	8.40	5451	191	91.71	9.84	32.41
2025-06-19 19:24:29.058365	457	8.40	5437	187	91.43	9.83	32.37
2025-06-19 19:24:30.058876	457	8.39	5451	184	91.74	9.85	32.39
2025-06-19 19:24:31.062365	456	8.41	5430	208	91.46	9.76	32.37
2025-06-19 19:24:32.062897	457	8.39	5450	227	91.74	9.77	32.36
2025-06-19 19:24:33.066384	472	8.68	5433	249	91.15	9.92	32.53
2025-06-19 19:24:34.066894	457	8.38	5451	195	91.65	9.83	32.40
2025-06-19 19:24:35.070361	457	8.40	5435	181	91.44	9.84	32.38
2025-06-19 19:24:36.070870	457	8.38	5452	183	91.71	9.83	32.29
2025-06-19 19:24:37.074355	457	8.40	5436	196	91.39	9.74	32.26
2025-06-19 19:24:38.074870	471	8.65	5448	228	91.40	9.88	32.45
2025-06-19 19:24:39.078350	457	8.41	5433	184	91.38	9.72	32.23
2025-06-19 19:24:40.078850	457	8.38	5451	221	91.73	9.88	32.42
2025-06-19 19:24:41.082356	474	8.71	5435	232	91.15	9.89	32.56
2025-06-19 19:24:42.082871	513	9.41	5449	308	88.87	10.64	33.67
2025-06-19 19:24:43.086363	458	8.42	5431	210	91.41	9.74	32.23
2025-06-19 19:24:44.086859	457	8.38	5452	195	91.72	9.88	32.42
2025-06-19 19:24:45.090399	470	8.65	5434	206	91.18	10.01	32.54
2025-06-19 19:24:46.090901	457	8.39	5449	205	91.74	9.77	32.33
2025-06-19 19:24:47.091446	457	8.39	5441	200	91.58	9.75	32.24
2025-06-19 19:24:48.091987	458	8.42	5434	250	91.50	9.82	32.44
2025-06-19 19:24:49.092570	457	8.39	5445	177	91.56	9.71	32.18
2025-06-19 19:24:50.093636	457	8.40	5443	194	91.57	9.84	32.33
2025-06-19 19:24:51.094570	470	8.64	5442	191	91.33	9.92	32.42
2025-06-19 19:24:52.094996	462	8.48	5441	217	91.24	9.86	32.48
2025-06-19 19:24:53.095542	458	8.41	5442	231	91.53	9.78	32.26
2025-06-19 19:24:54.098445	457	8.41	5437	217	91.50	9.74	32.30
2025-06-19 19:24:55.098942	457	8.39	5447	169	91.66	9.80	32.27
2025-06-19 19:24:56.099410	457	8.40	5443	195	91.59	9.77	32.24
2025-06-19 19:24:57.099919	470	8.63	5443	195	91.36	9.88	32.43
2025-06-19 19:24:58.100387	458	8.41	5441	222	91.55	9.83	32.36
2025-06-19 19:24:59.100894	457	8.39	5444	197	91.60	9.80	32.33
2025-06-19 19:25:00.101362	457	8.40	5443	212	91.58	9.77	32.25
2025-06-19 19:25:01.101880	457	8.39	5444	175	91.57	9.77	32.34
2025-06-19 19:25:02.102407	459	8.44	5438	328	91.52	9.86	32.56
2025-06-19 19:25:03.106337	511	9.40	5430	322	88.04	10.65	33.82
2025-06-19 19:25:04.110356	457	8.39	5445	181	91.59	10.08	32.67
2025-06-19 19:25:05.110889	457	8.38	5453	219	91.76	9.80	32.34
2025-06-19 19:25:06.114362	457	8.41	5434	216	91.42	9.78	32.35
2025-06-19 19:25:07.114880	457	8.38	5450	233	91.68	9.76	32.33
2025-06-19 19:25:08.118360	458	8.43	5434	222	91.41	9.79	32.34
2025-06-19 19:25:09.118886	470	8.62	5450	216	91.47	9.98	32.60
2025-06-19 19:25:10.122363	457	8.41	5435	196	91.45	9.75	32.31
2025-06-19 19:25:11.122882	457	8.38	5452	193	91.75	9.87	32.46
2025-06-19 19:25:12.126373	457	8.41	5435	199	91.46	9.97	32.60
2025-06-19 19:25:13.126907	458	8.40	5450	236	91.71	9.87	32.44
2025-06-19 19:25:14.130363	467	8.59	5434	234	91.25	9.81	32.41
2025-06-19 19:25:15.138534	461	8.46	5450	191	91.64	9.89	32.43
2025-06-19 19:25:16.139008	467	8.57	5445	204	91.45	9.92	32.43
2025-06-19 19:25:17.139545	457	8.39	5444	197	91.60	9.83	32.36
2025-06-19 19:25:18.140030	458	8.41	5443	237	91.53	9.81	32.34
2025-06-19 19:25:19.142325	457	8.40	5438	219	91.40	10.02	32.68
2025-06-19 19:25:20.146350	457	8.40	5439	216	91.51	9.83	32.35
2025-06-19 19:25:21.146882	457	8.38	5453	207	91.77	9.97	32.52
2025-06-19 19:25:22.150358	457	8.41	5436	206	91.43	9.85	32.33
2025-06-19 19:25:23.150871	514	9.44	5447	295	88.64	10.80	33.87
2025-06-19 19:25:24.154356	458	8.43	5436	222	91.29	9.83	32.37
2025-06-19 19:25:25.154876	457	8.38	5452	188	91.75	9.92	32.45
2025-06-19 19:25:26.158365	481	8.86	5428	332	90.72	10.10	32.70
2025-06-19 19:25:27.158888	457	8.38	5452	203	91.75	9.92	32.47
2025-06-19 19:25:28.162362	458	8.43	5433	225	91.40	9.87	32.42
2025-06-19 19:25:29.162919	471	8.65	5445	250	91.37	10.00	32.52
2025-06-19 19:25:30.166363	457	8.41	5435	204	91.43	9.90	32.42
2025-06-19 19:25:31.166885	457	8.39	5452	216	91.73	9.79	32.26
2025-06-19 19:25:32.167367	457	8.40	5444	206	91.58	9.96	32.43
2025-06-19 19:25:33.167895	458	8.41	5443	212	91.58	9.83	32.36
2025-06-19 19:25:34.168383	457	8.40	5444	222	91.58	9.85	32.35
2025-06-19 19:25:35.168892	470	8.63	5444	190	91.36	9.98	32.52
2025-06-19 19:25:36.169383	457	8.40	5443	224	91.58	9.90	32.40
2025-06-19 19:25:37.169906	457	8.39	5444	192	91.59	9.90	32.47
2025-06-19 19:25:38.170400	458	8.41	5443	193	91.58	9.83	32.34
2025-06-19 19:25:39.170920	457	8.39	5444	195	91.57	9.78	32.32
2025-06-19 19:25:40.171408	457	8.40	5444	206	91.59	9.75	32.28
2025-06-19 19:25:41.171938	457	8.40	5443	218	91.54	9.78	32.29
2025-06-19 19:25:42.172415	470	8.64	5442	223	91.34	9.92	32.51
2025-06-19 19:25:43.172968	458	8.41	5444	171	91.58	9.84	32.35
2025-06-19 19:25:44.173473	498	9.15	5442	274	88.88	10.64	33.72
2025-06-19 19:25:45.173987	457	8.39	5444	210	91.58	9.84	32.43
2025-06-19 19:25:46.178333	457	8.42	5430	226	91.34	9.74	32.32
2025-06-19 19:25:47.182355	466	8.55	5445	211	91.43	9.89	32.55
2025-06-19 19:25:48.182856	471	8.64	5450	236	91.50	9.93	32.68
2025-06-19 19:25:49.186348	457	8.41	5436	191	91.39	9.85	32.34
2025-06-19 19:25:50.186820	457	8.38	5452	194	91.74	9.94	32.58
2025-06-19 19:25:51.190357	457	8.41	5437	202	91.44	9.82	32.43
2025-06-19 19:25:52.190848	457	8.39	5450	281	91.74	9.91	32.59
2025-06-19 19:25:53.194347	458	8.43	5434	208	91.43	9.79	32.36
2025-06-19 19:25:54.194847	462	8.48	5449	227	91.28	9.96	32.65
2025-06-19 19:25:55.198351	470	8.64	5436	195	91.23	9.99	32.63
2025-06-19 19:25:56.198865	457	8.39	5451	208	91.72	9.87	32.37
2025-06-19 19:25:57.202358	457	8.41	5436	205	91.38	9.82	32.39
2025-06-19 19:25:58.202861	458	8.40	5450	216	91.73	9.88	32.38
2025-06-19 19:25:59.210543	457	8.39	5441	205	91.55	10.55	33.71
2025-06-19 19:26:00.211054	458	8.40	5448	187	91.60	10.54	33.53
2025-06-19 19:26:01.218329	470	8.67	5425	197	90.96	10.07	32.82
2025-06-19 19:26:02.218833	457	8.38	5462	234	91.92	9.84	32.27
2025-06-19 19:26:03.222349	458	8.43	5434	242	91.41	9.79	32.30
2025-06-19 19:26:04.222844	457	8.39	5452	204	91.48	10.01	32.57
2025-06-19 19:26:05.226363	457	8.40	5436	192	91.45	9.84	32.39
2025-06-19 19:26:06.226871	457	8.38	5452	198	91.73	9.92	32.44
2025-06-19 19:26:07.230358	470	8.65	5436	193	90.94	10.01	32.66
2025-06-19 19:26:08.230849	458	8.40	5451	229	91.72	10.01	32.58
2025-06-19 19:26:09.234350	457	8.41	5435	223	91.40	9.87	32.49
2025-06-19 19:26:10.234859	497	9.11	5450	318	88.61	10.62	33.60
2025-06-19 19:26:11.238358	457	8.41	5436	205	91.44	10.04	32.68
2025-06-19 19:26:12.238870	457	8.38	5452	194	91.72	9.83	32.37
2025-06-19 19:26:13.239401	471	8.65	5441	236	91.34	10.00	32.63
2025-06-19 19:26:14.242354	457	8.41	5437	203	91.16	9.96	32.63
2025-06-19 19:26:15.242854	457	8.39	5451	191	91.71	9.98	32.75
2025-06-19 19:26:16.246369	457	8.41	5435	214	91.43	9.93	32.55
2025-06-19 19:26:17.246882	457	8.39	5453	225	91.74	9.81	32.37
2025-06-19 19:26:18.250349	458	8.42	5435	204	91.43	9.74	32.28
2025-06-19 19:26:19.250866	463	8.50	5449	191	91.58	9.78	32.34
2025-06-19 19:26:20.251360	470	8.64	5443	220	91.34	10.03	32.64
2025-06-19 19:26:21.254355	457	8.40	5437	218	91.46	9.96	32.57
2025-06-19 19:26:22.254855	457	8.40	5449	227	91.69	9.81	32.27
2025-06-19 19:26:23.258355	458	8.42	5436	211	91.43	9.89	32.41
2025-06-19 19:26:24.258848	457	8.38	5452	215	91.70	9.88	32.40
2025-06-19 19:26:25.259360	462	8.48	5444	196	91.28	10.09	32.71
2025-06-19 19:26:26.262351	469	8.62	5436	213	91.25	9.94	32.54
2025-06-19 19:26:27.262860	457	8.38	5452	195	91.73	9.90	32.45
2025-06-19 19:26:28.266353	459	8.46	5434	249	91.38	9.83	32.37
2025-06-19 19:26:29.266859	457	8.38	5453	199	91.73	10.09	32.81
2025-06-19 19:26:30.270381	471	8.66	5435	226	90.63	10.01	32.66
2025-06-19 19:26:31.270898	485	8.90	5452	240	89.68	10.38	33.18
2025-06-19 19:26:32.274347	457	8.41	5436	209	91.43	9.80	32.31
2025-06-19 19:26:33.274864	469	8.61	5450	227	91.50	9.99	32.56
2025-06-19 19:26:34.275351	457	8.40	5443	218	91.54	9.79	32.32
2025-06-19 19:26:35.275853	457	8.39	5445	192	91.60	9.81	32.29
2025-06-19 19:26:36.276313	457	8.40	5443	223	91.56	9.73	32.23
2025-06-19 19:26:37.276814	457	8.39	5446	181	91.61	9.98	32.53
2025-06-19 19:26:38.277298	459	8.43	5441	219	91.54	9.76	32.28
2025-06-19 19:26:39.277823	468	8.61	5443	224	91.38	9.92	32.44
2025-06-19 19:26:40.278299	457	8.40	5441	240	91.58	9.81	32.37
2025-06-19 19:26:41.278806	457	8.39	5445	196	91.57	10.04	32.73
2025-06-19 19:26:42.279294	457	8.40	5443	204	91.55	9.75	32.26
2025-06-19 19:26:43.279792	458	8.41	5444	194	91.51	9.79	32.32
2025-06-19 19:26:44.280270	457	8.40	5444	192	91.56	9.72	32.23
2025-06-19 19:26:45.280811	468	8.61	5442	229	91.38	9.94	32.50
2025-06-19 19:26:46.281260	457	8.40	5443	218	91.57	9.90	32.43
2025-06-19 19:26:47.281755	457	8.39	5444	201	91.57	10.05	32.68
2025-06-19 19:26:48.282220	458	8.41	5444	195	91.57	9.89	32.52
2025-06-19 19:26:49.282729	457	8.39	5445	165	91.59	9.95	32.51
2025-06-19 19:26:50.283168	457	8.39	5445	174	91.59	9.84	32.42
2025-06-19 19:26:51.283676	468	8.60	5444	203	91.38	9.94	32.55
2025-06-19 19:26:52.284148	477	8.77	5444	206	91.22	10.05	32.83
2025-06-19 19:26:53.284663	458	8.42	5442	218	91.56	9.83	32.42
2025-06-19 19:26:54.285117	457	8.39	5445	171	91.56	9.83	32.34
2025-06-19 19:26:55.285622	457	8.40	5444	198	91.60	9.82	32.36
2025-06-19 19:26:56.286088	494	9.06	5445	256	89.27	10.49	33.38
2025-06-19 19:26:57.286606	472	8.67	5443	235	91.07	9.97	32.62
2025-06-19 19:26:58.287074	458	8.42	5442	211	91.57	9.98	32.62
2025-06-19 19:26:59.287572	457	8.40	5444	197	91.54	9.80	32.32
2025-06-19 19:27:00.288045	457	8.39	5445	184	91.59	9.69	32.22
2025-06-19 19:27:01.288565	457	8.40	5444	190	91.59	9.68	32.22
2025-06-19 19:27:02.289008	457	8.40	5443	215	91.58	9.73	32.22
2025-06-19 19:27:03.289533	469	8.63	5440	237	91.34	9.85	32.47
2025-06-19 19:27:04.290015	457	8.40	5443	222	91.55	9.74	32.25
2025-06-19 19:27:05.290537	457	8.40	5444	204	91.57	9.65	32.11
2025-06-19 19:27:06.290980	457	8.40	5444	186	91.57	9.74	32.23
2025-06-19 19:27:07.291492	462	8.48	5444	205	91.22	9.85	32.41
2025-06-19 19:27:08.291960	458	8.41	5443	202	91.56	9.80	32.28
2025-06-19 19:27:09.292482	457	8.40	5443	226	91.20	9.72	32.24
2025-06-19 19:27:10.292940	468	8.61	5441	229	91.38	9.90	32.48
2025-06-19 19:27:11.293465	457	8.40	5444	213	91.58	9.78	32.38
2025-06-19 19:27:12.293933	457	8.39	5446	176	91.58	9.90	32.55
2025-06-19 19:27:13.294446	458	8.41	5444	216	91.57	9.82	32.66
2025-06-19 19:27:14.294910	457	8.40	5445	189	91.55	9.78	32.33
2025-06-19 19:27:15.295445	457	8.40	5441	211	91.54	9.85	32.69
2025-06-19 19:27:16.295911	457	8.40	5444	219	91.60	9.80	32.69
2025-06-19 19:27:17.298320	508	9.34	5437	267	88.89	10.54	33.60
2025-06-19 19:27:18.302362	458	8.42	5439	191	91.51	10.03	32.65
2025-06-19 19:27:19.302891	457	8.39	5453	228	91.67	9.88	32.41
2025-06-19 19:27:20.306331	457	8.41	5437	192	91.46	9.95	32.57
2025-06-19 19:27:21.306845	457	8.39	5452	212	91.74	9.86	32.42
2025-06-19 19:27:22.310344	457	8.41	5436	198	91.45	9.80	32.32
2025-06-19 19:27:23.310872	469	8.61	5450	224	91.52	9.99	32.60
2025-06-19 19:27:24.314337	457	8.40	5436	183	91.42	9.80	32.34
2025-06-19 19:27:25.314868	473	8.68	5450	222	91.44	9.92	32.61
2025-06-19 19:27:26.315348	502	9.26	5426	370	90.18	10.10	32.64
2025-06-19 19:27:27.322323	458	8.44	5424	258	91.21	9.83	32.45
2025-06-19 19:27:28.322804	458	8.38	5461	224	91.93	9.95	32.47
2025-06-19 19:27:29.326356	469	8.62	5435	239	91.20	10.00	32.56
2025-06-19 19:27:30.326840	480	8.83	5443	287	91.03	10.25	32.78
2025-06-19 19:27:31.330354	458	8.42	5435	265	91.41	9.79	32.31
2025-06-19 19:27:32.334317	458	8.43	5436	260	91.50	10.17	33.08
2025-06-19 19:27:33.338350	458	8.41	5445	301	91.60	9.88	32.39
2025-06-19 19:27:34.338834	481	8.83	5443	316	90.99	10.03	32.64
2025-06-19 19:27:35.342368	469	8.63	5434	274	91.17	9.99	32.49
2025-06-19 19:27:36.342853	458	8.40	5449	275	91.71	9.89	32.41
2025-06-19 19:27:37.346352	459	8.44	5434	347	91.34	10.06	32.65
2025-06-19 19:27:38.346840	499	9.16	5450	317	88.85	10.77	33.87
2025-06-19 19:27:39.350352	481	8.86	5431	286	90.75	10.11	32.66
2025-06-19 19:27:40.350844	457	8.39	5452	203	91.73	10.04	32.57
2025-06-19 19:27:41.354353	457	8.41	5435	223	91.43	10.18	32.78
2025-06-19 19:27:42.354818	469	8.61	5449	227	91.49	10.20	32.80
2025-06-19 19:27:43.358362	458	8.43	5432	278	91.22	10.17	32.94
2025-06-19 19:27:44.358849	457	8.38	5453	200	91.72	10.02	32.59
2025-06-19 19:27:45.359394	457	8.39	5443	204	91.59	9.97	32.53
2025-06-19 19:27:46.359869	480	8.83	5437	255	90.89	10.08	32.60
2025-06-19 19:27:47.362331	458	8.43	5436	252	91.44	9.91	32.46
2025-06-19 19:27:48.366353	467	8.59	5438	225	91.34	10.22	33.00
2025-06-19 19:27:49.366900	458	8.39	5453	218	91.75	9.91	32.46
2025-06-19 19:27:50.367407	458	8.42	5441	288	91.48	9.98	32.56
2025-06-19 19:27:51.370360	457	8.41	5437	209	91.49	9.93	32.45
2025-06-19 19:27:52.370858	458	8.40	5449	219	91.69	9.99	32.44
2025-06-19 19:27:53.374358	457	8.41	5436	206	91.45	9.88	32.35
2025-06-19 19:27:54.386394	466	8.57	5434	168	91.29	9.90	32.46
2025-06-19 19:27:55.390360	458	8.40	5451	195	91.70	9.81	32.37
2025-06-19 19:27:56.390862	480	8.81	5449	258	91.07	10.08	32.63
2025-06-19 19:27:57.394361	458	8.43	5433	270	91.16	9.88	32.42
2025-06-19 19:27:58.394840	489	8.98	5449	231	90.18	10.35	33.23
2025-06-19 19:27:59.395408	473	8.70	5443	325	90.45	10.13	32.84
2025-06-19 19:28:00.398355	468	8.61	5433	278	91.08	9.90	32.53
2025-06-19 19:28:01.398897	457	8.39	5450	214	91.72	9.80	32.37
2025-06-19 19:28:02.402359	458	8.43	5435	211	91.42	9.84	32.37
2025-06-19 19:28:03.402923	457	8.39	5451	222	91.73	9.89	32.47
2025-06-19 19:28:04.406362	457	8.41	5436	221	91.41	9.85	32.42
2025-06-19 19:28:05.406922	457	8.39	5452	207	91.74	10.07	32.75
2025-06-19 19:28:06.410353	467	8.58	5436	189	91.28	9.93	32.49
2025-06-19 19:28:07.410893	458	8.41	5449	224	91.71	9.83	32.34
2025-06-19 19:28:08.414356	457	8.41	5437	198	91.45	9.79	32.34
2025-06-19 19:28:09.414922	461	8.47	5451	239	91.30	9.91	32.43
2025-06-19 19:28:10.416513	479	8.82	5433	264	90.89	9.99	32.53
2025-06-19 19:28:11.422550	457	8.40	5445	254	91.61	10.32	33.27
2025-06-19 19:28:12.423049	469	8.60	5446	245	91.41	10.59	33.66
2025-06-19 19:28:13.426591	458	8.42	5443	318	91.57	10.41	33.43
2025-06-19 19:28:14.427120	458	8.43	5436	294	91.38	10.45	33.54
2025-06-19 19:28:15.427691	458	8.40	5446	203	91.60	10.43	33.48
2025-06-19 19:28:16.428208	457	8.40	5446	205	91.57	10.42	33.42
2025-06-19 19:28:17.428761	458	8.41	5444	209	91.57	10.43	33.49
2025-06-19 19:28:18.429286	457	8.39	5447	203	91.57	10.48	33.55
2025-06-19 19:28:19.430336	509	9.35	5440	319	88.67	11.12	34.48
2025-06-19 19:28:20.430842	457	8.39	5446	197	91.61	9.95	32.47
2025-06-19 19:28:21.431405	457	8.39	5445	197	91.52	9.89	32.48
2025-06-19 19:28:22.431880	458	8.41	5443	218	91.58	9.86	32.37
2025-06-19 19:28:23.434356	457	8.41	5439	204	91.51	10.01	32.59
2025-06-19 19:28:24.434860	457	8.39	5451	198	91.65	9.88	32.48
2025-06-19 19:28:25.435435	467	8.58	5439	214	91.41	9.91	32.45
2025-06-19 19:28:26.435911	457	8.39	5446	187	91.59	9.84	32.35
2025-06-19 19:28:27.436464	458	8.42	5443	215	91.58	9.88	32.38
2025-06-19 19:28:28.438329	457	8.40	5441	189	91.52	9.83	32.34
2025-06-19 19:28:29.442383	457	8.41	5438	218	91.47	10.19	32.99
2025-06-19 19:28:30.442885	488	8.96	5446	283	90.96	9.98	32.59
2025-06-19 19:28:31.443450	467	8.57	5443	246	91.42	10.02	32.70
2025-06-19 19:28:32.443952	458	8.42	5442	244	91.56	9.88	32.53
2025-06-19 19:28:33.444518	458	8.41	5443	281	91.59	9.81	32.40
2025-06-19 19:28:34.445029	458	8.43	5436	287	91.47	10.09	32.90
2025-06-19 19:28:35.445581	457	8.40	5443	223	91.54	9.88	32.48
2025-06-19 19:28:36.446063	457	8.40	5445	202	91.60	9.90	32.51
2025-06-19 19:28:37.446638	467	8.58	5442	215	91.38	9.94	32.47
2025-06-19 19:28:38.447154	457	8.39	5445	174	91.61	10.01	32.57
2025-06-19 19:28:39.447730	457	8.40	5443	218	91.55	9.88	32.46
2025-06-19 19:28:40.448237	461	8.47	5444	200	91.23	10.00	32.66
2025-06-19 19:28:41.450333	457	8.41	5439	196	91.49	10.03	32.65
2025-06-19 19:28:42.454587	458	8.41	5447	219	91.67	10.66	33.91
2025-06-19 19:28:43.458564	457	8.40	5445	210	91.56	10.35	33.34
2025-06-19 19:28:44.462612	466	8.56	5446	210	91.44	10.46	33.41
2025-06-19 19:28:45.463194	493	9.05	5445	313	88.98	11.18	34.67
2025-06-19 19:28:46.466590	457	8.40	5446	181	91.58	10.49	33.57
2025-06-19 19:28:47.467168	458	8.41	5445	197	91.56	10.52	33.60
2025-06-19 19:28:48.470585	457	8.39	5447	178	91.58	10.45	33.47
2025-06-19 19:28:49.474563	458	8.40	5444	214	91.52	10.47	33.64
2025-06-19 19:28:50.475064	466	8.56	5448	204	91.44	10.76	33.83
2025-06-19 19:28:51.478599	458	8.41	5444	202	91.59	10.54	33.64
2025-06-19 19:28:52.479113	458	8.41	5445	235	91.57	10.50	33.63
2025-06-19 19:28:53.482615	457	8.40	5446	215	91.59	10.36	33.33
2025-06-19 19:28:54.483114	457	8.39	5448	178	91.57	10.60	33.76
2025-06-19 19:28:55.486587	457	8.39	5445	198	91.61	10.73	33.82
2025-06-19 19:28:56.487107	457	8.40	5446	220	91.60	10.74	33.90
2025-06-19 19:28:57.494320	467	8.61	5421	255	91.03	10.02	32.87
2025-06-19 19:28:58.494827	457	8.36	5464	211	91.95	9.79	32.28
2025-06-19 19:28:59.498372	480	8.83	5433	255	90.77	10.13	32.70
2025-06-19 19:29:00.498898	457	8.38	5453	206	91.73	9.94	32.48
2025-06-19 19:29:01.502361	460	8.46	5431	244	91.39	10.01	32.66
2025-06-19 19:29:02.502845	458	8.40	5450	234	91.67	10.11	32.73
